종목코드,종목명,시장구분,시가총액,PER,20D_Avg_Trading_Val,OPM(%),ROA(%),ROE(%),PBR,F_Score,기준보고서,OPM_trend,ROA_trend,ROE_trend,PBR_trend,PER_trend,연도_5y,매출액_5y,경상이익_5y,경상이익률_5y,CFO_5y,CFI_5y,CFF_5y,FCF_5y,부채비율_5y,당좌비율_5y,이자보상배율_5y,유보율_5y,매출성장률_5y,매출채권회전율_5y,재고자산회전율_5y
005930,삼성전자,KOSPI,1520032438080000,11.66,6032760853525.0,36.88,19.84,26.02,2.62,8,2026-08-14,"[2.54, 10.88, 13.07, 36.88]","[3.4, 6.7, 7.97, 19.84]","[4.26, 8.57, 10.36, 26.02]","[1.26, 0.77, 1.61, 2.62]","[29.63, 9.03, 15.51, 10.09]","[2021, 2022, 2023, 2024, 2025]","[279604799000000, 302231360000000, 258935494000000, 300870903000000, 333605938000000]","[53351827000000, 46440474000000, 11006265000000, 37529734000000, 49481471000000]","[19.08, 15.37, 4.25, 12.47, 14.83]","[65105448000000, 62181346000000, 44137427000000, 72982621000000, 85315148000000]","[-33047763000000, -31602804000000, -16922817000000, -85381702000000, -68512206000000]","[-23991033000000, -19390049000000, -8593059000000, -7797243000000, -13478040000000]","[32057685000000, 30578542000000, 27214610000000, -12399081000000, 16802942000000]","[39.92, 26.41, 25.36, 27.93, 29.94]","[200.62, 212.24, 190.59, 187.84, 183.3]","[118.85, 60.71, 7.77, 48.48, 92.82]","[33143.62, 38144.29, 39114.28, 41772.84, 45296.17]","[18.07, 8.09, -14.33, 16.2, 10.88]","[7.8, 7.91, 7.16, 7.5, 7.04]","[4.53, 4.06, 3.48, 3.61, 3.87]"
000660,SK하이닉스,KOSPI,1222844219010000,7.46,6920833984650.0,68.04,46.47,61.71,4.66,7,2026-08-14,"[-23.59, 35.45, 48.59, 68.04]","[-9.11, 16.52, 24.39, 46.47]","[-17.08, 26.78, 35.59, 61.71]","[1.93, 1.72, 3.94, 4.66]","[6.42, 11.07, 7.54]","[2021, 2022, 2023, 2024, 2025]","[42997792000000, 44621568000000, 32765719000000, 66192960000000, 97146675000000]","[13415987000000, 4002780000000, -11657816000000, 23885350000000, 50465552000000]","[31.2, 8.97, -35.58, 36.08, 51.95]","[19797648000000, 14780517000000, 4278191000000, 29795885000000, 53373126000000]","[-22392277000000, -17883746000000, -7334727000000, -18004637000000, -48054251000000]","[4492313000000, 2821796000000, 5696845000000, -8703940000000, -1444992000000]","[-2594629000000, -3103229000000, -3056536000000, 11791248000000, 5318875000000]","[54.98, 64.12, 87.52, 62.15, 45.95]","[121.56, 65.86, 80.86, 116.02, 147.59]","[51.51, 13.77, -6.13, 18.38, 50.28]","[1643.64, 1668.32, 1397.12, 1911.2, 3158.59]","[34.79, 3.78, -26.57, 102.02, 46.76]","[6.52, 6.63, 5.56, 6.75, 6.22]","[3.19, 2.36, 2.29, 2.57, 2.79]"
402340,SK스퀘어,KOSPI,136805185926000,4.18,675909903300.0,2484.12,15.04,16.03,2.49,6,2026-08-14,"[-102.78, 237.64, 623.26, 2484.12]","[-7.32, 16.65, 28.91, 15.04]","[-8.31, 18.64, 31.51, 16.03]","[0.44, 0.53, 1.73, 2.49]","[2.87, 5.51, 15.51]","[2022, 2023, 2024, 2025]","[2370553000000, 2276508000000, 1649858000000, 1411521000000]","[40796000000, -2597520000000, 3853402000000, 9507267000000]","[1.72, -114.1, 233.56, 673.55]","[342357000000, 265749000000, 189954000000, 387202000000]","[-57802000000, 284320000000, 89738000000, 29594000000]","[68664000000, -281085000000, -200713000000, -419292000000]","[284555000000, 550069000000, 279692000000, 416796000000]","[29.12, 13.62, 11.93, 9.01]","[151.04, 157.56, 190.54, 229.88]","[0.23, -57.63, 473.11, 1151.95]","[5363.74, 2264.57, 27626.18, 88456.9]","[0.0, -3.97, -27.53, -14.45]","[5.18, 6.55, 7.96, 9.03]","[0.0, 0.0, 0.0, 0.0]"
009150,삼성전기,KOSPI,108903408768000,112.29,1106673334300.0,9.8,6.24,9.81,10.34,5,2026-08-14,"[7.18, 7.14, 8.07, 9.8]","[3.86, 5.5, 5.01, 6.24]","[7.8, 7.46, 9.81]","[1.03, 1.94, 10.34]","[25.4, 13.15, 26.06, 105.41]","[2021, 2022, 2023, 2024, 2025]","[9675036127726, 9424551868027, 8909448483915, 10294102976435, 11314459238100]","[1491308954867, 1186828087730, 543210121936, 797296046050, 895831372804]","[15.41, 12.59, 6.1, 7.75, 7.92]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[44.68, 0.0, 0.0, 41.89, 48.98]","[124.4, 0.0, 0.0, 0.0, 0.0]","[36.85, 27.17, 7.15, 7.54, 10.75]","[810.27, 865.52, 794.82, 922.27, 988.59]","[24.79, -2.59, -5.47, 15.54, 9.91]","[8.48, 8.05, 7.78, 7.57, 6.78]","[4.52, 3.85, 3.58, 3.81, 3.88]"
005380,현대차,KOSPI,82619758581000,13.14,252674999900.0,5.09,2.63,7.65,0.61,3,2026-08-14,"[9.3, 8.13, 6.16, 5.09]","[4.34, 3.89, 2.81, 2.63]","[12.05, 11.0, 8.12, 7.65]","[0.41, 0.36, 0.48, 0.61]","[3.4, 3.28, 5.86, 7.97]","[2021, 2022, 2023, 2024, 2025]","[117610626000000, 142151469000000, 162663579000000, 175231153000000, 186254472000000]","[7959562000000, 11181471000000, 17618662000000, 17781436000000, 13841903000000]","[6.77, 7.87, 10.83, 10.15, 7.43]","[-1176416000000, 10627311000000, -2518760000000, -5661641000000, -5991270000000]","[-5182579000000, -1203495000000, -8649391000000, -14623489000000, -10347129000000]","[8792286000000, -1324499000000, 9393371000000, 19493291000000, 15424760000000]","[-6358995000000, 9423816000000, -11168151000000, -20285130000000, -16338399000000]","[183.17, 181.36, 177.44, 182.52, 188.95]","[119.74, 110.59, 114.94, 120.71, 113.02]","[3.5, 3.65, 3.57, 2.4, 1.64]","[5187.27, 5654.49, 6248.81, 7001.51, 7326.58]","[13.09, 20.87, 14.43, 7.73, 6.29]","[36.57, 38.28, 36.3, 33.09, 25.68]","[8.33, 8.78, 8.15, 7.5, 7.52]"
207940,삼성바이오로직스,KOSPI,70269663618000,41.93,78545313600.0,45.48,15.68,23.73,8.4,5,2026-08-14,"[30.14, 37.78, 45.41, 45.48]","[5.35, 6.25, 16.13, 15.68]","[8.72, 9.93, 23.95, 23.73]","[5.27, 5.93, 10.53, 8.4]","[60.37, 59.68, 43.97, 35.41]","[2021, 2022, 2023, 2024, 2025]","[1568006928039, 3001295197683, 3694588767068, 3497145675782, 4556971695180]","[561282597291, 1009024573715, 1119986931201, 1384868829747, 2118631252684]","[35.8, 33.62, 30.31, 39.6, 46.49]","[454596217269, 953047810086, 1666228521442, 1659255402663, 2247807426551]","[-933489190955, -3106477133450, -1566305449622, -1243776304347, -1862425927878]","[496622135648, 3000080259530, -635049948363, -433788285231, -620504462845]","[-478892973686, -2153429323364, 99923071820, 415479098316, 385381498673]","[59.68, 84.56, 63.23, 58.98, 48.44]","[163.49, 97.62, 69.28, 70.07, 90.02]","[28.9, 28.98, 17.54, 21.28, 55.8]","[2922.69, 4950.52, 5432.55, 6041.37, 8868.16]","[34.62, 91.41, 23.1, -5.34, 30.31]","[5.37, 5.46, 5.23, 3.79, 4.95]","[1.01, 0.9, 0.75, 0.65, 0.82]"
105560,KB금융,KOSPI,61467384302200,10.96,166968241890.0,0.0,0.73,10.08,0.98,3,2026-08-14,[0],"[0.64, 0.66, 0.73, 0.73]","[7.75, 8.41, 9.6, 10.08]","[0.33, 0.49, 0.73, 0.98]","[4.2, 5.85, 7.57, 9.72]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[0, 0, 6985247000000, 8183146000000]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1172.76, 1115.73, 1166.98, 1211.73]","[0.0, 0.0, 0.0, 0.0]","[0.57, 0.38, 0.46, 0.53]","[2195.07, 2328.43, 2461.3, 2629.31]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
032830,삼성생명,KOSPI,61200000000000,21.32,149230032625.0,0.0,0.64,2.01,0.42,3,2026-08-14,[0],"[0.65, 0.72, 0.7, 0.64]","[4.59, 5.93, 3.78, 2.01]","[0.31, 0.5, 0.49, 0.42]","[6.8, 8.39, 12.86, 20.76]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[2440464000000, 2559051000000, 2813666000000, 2996345000000]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[612.75, 609.68, 719.41, 440.89]","[0.0, 0.0, 0.0, 0.0]","[1.95, 1.56, 1.4, 1.35]","[17037.82, 18103.2, 19545.07, 21210.6]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
028260,삼성물산,KOSPI,61056094246500,22.79,135757360750.0,8.21,2.71,3.91,0.54,5,2026-08-14,"[6.85, 7.09, 8.08, 8.21]","[4.11, 4.47, 4.51, 2.71]","[6.82, 7.44, 6.79, 3.91]","[0.53, 0.5, 0.68, 0.54]","[7.72, 6.72, 9.94, 13.74]","[2021, 2022, 2023, 2024, 2025]","[34455181882704, 43161653399535, 41895681215734, 42103238027336, 40742240967149]","[2480491197710, 3334546525257, 3549496649318, 3722466608275, 4260250948620]","[7.2, 7.73, 8.47, 8.84, 10.46]","[1195731728299, 2618286420045, 2798653381137, 3306879187574, 3023741373868]","[-804422500395, -3195678302912, -2105421759791, -1759468808360, -1839846947378]","[-685084195015, 2560766416325, -1818094449035, -1298327291405, -1276863227656]","[391309227904, -577391882867, 693231621346, 1547410379214, 1183894426490]","[66.64, 84.52, 65.74, 66.38, 50.5]","[103.86, 98.72, 98.3, 102.09, 113.28]","[11.98, 17.6, 12.05, 13.55, 24.51]","[106252.66, 0.0, 0.0, 0.0, 0.0]","[14.03, 25.27, -2.93, 0.5, -3.23]","[6.39, 6.95, 6.39, 6.13, 5.54]","[12.6, 10.73, 8.24, 7.29, 6.14]"
012450,한화에어로스페이스,KOSPI,56822867902000,27.48,216693086500.0,12.36,5.69,16.5,2.81,7,2026-08-14,"[7.38, 15.41, 11.57, 12.36]","[5.0, 5.83, 4.08, 5.69]","[20.86, 22.1, 13.12, 16.5]","[1.4, 1.44, 2.89, 2.81]","[6.69, 6.53, 22.04, 17.01]","[2021, 2022, 2023, 2024, 2025]","[6415087932347, 7060393209984, 9359005981309, 11240121484000, 26702901249000]","[405340847051, 195395310786, 1214768881144, 2647402752000, 2209873274000]","[6.32, 2.77, 12.98, 23.55, 8.28]","[990006043035, 1524327091276, 1390220003982, 1392972634000, 4049804576000]","[-607074381744, -1224902801445, -3029123757458, -1367342116000, -4020776409000]","[813147668717, 216124466764, 367755351264, 1065666102000, 4681592250000]","[382931661291, 299424289831, -1638903753476, 25630518000, 29028167000]","[180.95, 286.69, 317.21, 279.06, 221.38]","[108.05, 77.16, 52.36, 64.97, 76.61]","[6.05, 4.97, 4.4, 7.14, 6.31]","[843.51, 840.08, 1061.26, 1762.06, 3281.34]","[20.55, 10.06, 32.56, 20.1, 137.57]","[6.16, 5.45, 5.08, 4.08, 7.51]","[3.2, 2.95, 2.87, 1.81, 3.0]"
034020,두산에너빌리티,KOSPI,52846294545000,291.52,207786010795.0,5.06,1.05,2.49,4.17,7,2026-08-14,"[8.34, 6.27, 4.47, 5.06]","[2.1, 1.5, 0.75, 1.05]","[4.77, 3.38, 1.71, 2.49]","[0.94, 0.96, 4.02, 4.17]","[19.68, 28.48, 235.1, 167.71]","[2021, 2022, 2023, 2024, 2025]","[11283610608993, 15421058082388, 17589887709510, 16233055000000, 17057876000000]","[570192026719, -186479352200, 738481755094, 657779000000, 326807000000]","[5.05, -1.21, 4.2, 4.05, 1.92]","[1027716202327, 625077721382, 2070633291076, 242204000000, 751801000000]","[-1265687915716, -71130551047, -816628473871, -821399000000, -310571000000]","[-308430060695, -1132452632619, -52936479403, 608422000000, -287945000000]","[-237971713389, 553947170335, 1254004817205, -579195000000, 441230000000]","[169.32, 128.66, 127.28, 125.66, 129.1]","[65.47, 69.98, 74.01, 81.77, 81.41]","[2.38, 3.95, 4.19, 2.66, 2.05]","[98.61, 89.95, 88.67, 90.79, 96.04]","[23.03, 36.67, 14.06, -7.71, 5.08]","[7.63, 12.14, 11.91, 12.37, 11.74]","[5.03, 6.06, 5.83, 5.12, 5.42]"
000270,기아,KOSPI,51144102738000,7.28,103825966145.0,6.82,6.6,10.9,0.79,5,2026-08-14,"[11.63, 11.79, 7.95, 6.82]","[10.89, 10.54, 7.63, 6.6]","[18.85, 17.51, 12.35, 10.9]","[0.84, 0.7, 0.78, 0.79]","[4.45, 4.02, 6.29, 7.25]","[2021, 2022, 2023, 2024, 2025]","[69862366000000, 86559029000000, 99808420000000, 107448752000000, 114140919000000]","[6393781000000, 7501993000000, 12677344000000, 13500201000000, 10241391000000]","[9.15, 8.67, 12.7, 12.56, 8.97]","[7359670000000, 9333186000000, 11296526000000, 12564368000000, 9054140000000]","[-4423910000000, -5671268000000, -3106766000000, -10152822000000, -4959892000000]","[-1620519000000, -3454447000000, -5596331000000, -3569987000000, -4175458000000]","[2935760000000, 3661918000000, 8189760000000, 2411546000000, 4094248000000]","[91.48, 87.35, 73.18, 66.11, 61.76]","[102.57, 98.68, 102.02, 108.9, 104.87]","[30.04, 31.9, 58.83, 75.47, 65.72]","[1553.93, 1770.72, 2095.59, 2421.42, 2621.41]","[18.07, 23.9, 15.31, 7.65, 6.23]","[38.74, 43.01, 42.36, 86.83, 0.0]","[8.03, 8.47, 7.58, 6.98, 6.77]"
055550,신한지주,KOSPI,51123131027100,10.39,109168760315.0,0.0,0.65,8.77,0.82,4,2026-08-14,[0],"[0.65, 0.62, 0.65, 0.65]","[7.95, 7.75, 8.42, 8.77]","[0.33, 0.38, 0.6, 0.82]","[4.21, 4.91, 7.1, 9.32]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[6366626000000, 5964960000000, 6029092000000, 6929009000000]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1143.71, 1128.29, 1157.65, 1201.94]","[0.0, 0.0, 0.0, 0.0]","[-0.62, -0.36, 0.36, 0.43]","[1550.99, 1632.6, 1721.27, 1814.86]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
329180,HD현대중공업,KOSPI,47180070637500,17.54,106246908850.0,14.08,8.57,23.87,4.48,9,2026-08-14,"[1.49, 4.87, 11.59, 14.08]","[0.14, 3.21, 5.41, 8.57]","[0.47, 10.9, 15.15, 23.87]","[2.6, 5.29, 5.72, 4.48]","[548.42, 48.55, 37.74, 18.75]","[2021, 2022, 2023, 2024, 2025]","[8311275924000, 9045480488000, 11963925991000, 14486453544000, 17580633257000]","[-1111448166000, -421483784000, 34363002000, 798137713000, 1800916538000]","[-13.37, -4.66, 0.29, 5.51, 10.24]","[762061398000, 71218400000, 168837181000, 2883882708000, 3510392442000]","[151732601000, -517879154000, -477904615000, -499123973000, -2039627879000]","[-92559416000, -932839775000, 502761085000, -2048833205000, -860253027000]","[913793999000, -446660754000, -309067434000, 2384758735000, 1470764563000]","[169.55, 208.06, 229.02, 239.93, 180.07]","[99.13, 73.01, 75.31, 75.38, 84.55]","[-7.27, -3.76, 1.53, 6.14, 51.75]","[962.02, 893.01, 877.76, 993.74, 1433.57]","[-0.01, 8.83, 32.26, 21.08, 21.36]","[8.64, 8.34, 9.49, 9.51, 10.43]","[10.16, 7.81, 8.42, 9.21, 8.29]"
006400,삼성SDI,KOSPI,46497850810000,1259.83,227768828150.0,0.0,0.0,0.0,1.73,5,2026-08-14,"[7.19, 0.0, 0.0, 0.0]","[6.07, 0]","[10.38, 0.0, 0.0, 0.0]","[1.87, 0.91, 0.92, 1.73]","[18.02, 0]","[2021, 2022, 2023, 2024, 2025]","[13553220248796, 20124069515854, 22708300498633, 16592248884388, 13266730679499]","[1663335322229, 2652275388730, 2486144016958, 527321921564, -1364015529439]","[12.27, 13.18, 10.95, 3.18, -10.28]","[2176027358565, 2641096163726, 2103521513959, -137613377776, 792385760879]","[-1949533211819, -2946236118966, -4104845382639, -4919660001145, -1998634351420]","[582723399679, 628699235652, 902661034380, 5544390011594, 864807099517]","[226494146746, -305139955240, -2001323868680, -5057273378921, -1206248590541]","[69.99, 75.74, 70.99, 0.0, 0.0]","[76.73, 80.52, 69.14, 68.67, 59.25]","[21.94, 22.28, 7.38, 0.0, 0.0]","[3789.74, 4336.92, 4860.4, 4984.94, 4491.82]","[20.0, 48.48, 12.84, -26.93, -20.04]","[6.67, 7.85, 7.17, 4.46, 3.73]","[4.87, 5.59, 5.76, 4.37, 4.06]"
068270,셀트리온,KOSPI,43941384546400,28.76,103721691415.0,31.65,6.67,8.76,2.43,6,2026-08-14,"[29.93, 13.83, 28.07, 31.65]","[2.71, 1.99, 4.62, 6.67]","[3.15, 2.38, 5.94, 8.76]","[2.4, 2.28, 2.31, 2.43]","[76.15, 95.6, 38.91, 27.79]","[2021, 2022, 2023, 2024, 2025]","[1911601263030, 2283967480394, 2176431531380, 3557303554371, 4162495108881]","[751309873027, 0, 0, 576116811417, 1153720442081]","[39.3, 0.0, 0.0, 16.2, 27.72]","[911159432327, 863531984, 537158606192, 901870301325, 646050776661]","[-355825397294, -297051208427, -138864903398, -169388988171, -860422441486]","[-69277577731, -350219428442, -385114627204, -353044311231, 339321887839]","[555334035033, -296187676443, 398293702794, 732481313154, -214371664825]","[40.09, 37.84, 16.3, 19.77, 28.71]","[206.23, 178.77, 79.65, 88.42, 76.38]","[-47.24, 28.55, 15.6, 6.54, 14.11]","[2821.96, 3081.05, 8504.92, 8411.17, 7769.49]","[3.38, 19.48, -4.71, 63.45, 17.01]","[1.62, 1.68, 1.7, 3.3, 2.77]","[1.67, 2.1, 0.61, 0.65, 0.61]"
012330,현대모비스,KOSPI,40733635297500,11.37,149958807175.0,5.6,4.83,7.05,0.79,6,2026-08-14,"[3.87, 5.37, 5.49, 5.6]","[5.84, 6.1, 5.21, 4.83]","[8.42, 8.8, 7.45, 7.05]","[0.52, 0.46, 0.68, 0.79]","[6.22, 5.23, 9.14, 11.18]","[2021, 2022, 2023, 2024, 2025]","[41702184000000, 51906293000000, 59254361000000, 57236995000000, 61118127000000]","[3194542000000, 3362612000000, 4444854000000, 5264476000000, 5115158000000]","[7.66, 6.48, 7.5, 9.2, 8.37]","[2608809000000, 2154062000000, 5342631000000, 4252694000000, 4472515000000]","[-1953379000000, -1603980000000, -2541385000000, -4589092000000, -3233689000000]","[-962405000000, -638464000000, -1889401000000, -254984000000, -1204688000000]","[655430000000, 550082000000, 2801246000000, -336398000000, 1238826000000]","[45.61, 46.55, 44.1, 44.4, 43.05]","[191.3, 177.69, 166.38, 169.96, 180.0]","[60.45, 35.81, 18.86, 26.87, 16.28]","[7346.53, 7807.33, 8349.22, 9016.26, 9489.33]","[13.86, 24.47, 14.16, -3.4, 6.78]","[5.14, 5.68, 5.84, 5.61, 5.79]","[9.94, 9.62, 9.74, 8.01, 7.68]"
034730,SK,KOSPI,39513973135000,4.95,88145866500.0,7.9,1.45,3.02,0.34,7,2026-08-14,"[3.85, 1.94, 1.48, 7.9]","[0.0, 0.25, 1.67, 1.45]","[0.0, 0.66, 4.15, 3.02]","[0.17, 0.12, 0.22, 0.34]","[18.03, 5.23, 11.11]","[2021, 2022, 2023, 2024, 2025]","[0, 132079354000000, 131237878000000, 123399669000000, 122703338000000]","[6026834000000, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[6125170000000, 7677749000000, 11353882000000, 8319587000000, 6098798000000]","[-15432456000000, -14959134000000, -21627812000000, -12157865000000, -537143000000]","[11597922000000, 16012736000000, 11523981000000, 4875326000000, -5037952000000]","[-9307286000000, -7281385000000, -10273930000000, -3838278000000, 5561655000000]","[152.24, 170.87, 165.76, 167.76, 149.17]","[85.63, 78.41, 76.24, 75.2, 86.46]","[3.42, 3.81, 1.53, 0.62, 0.58]","[87131.52, 92415.37, 84668.69, 73604.09, 80601.05]","[0.0, 0.0, -0.64, -5.97, -0.56]","[0.0, 10.27, 9.3, 9.03, 9.23]","[0.0, 8.88, 7.75, 7.88, 8.29]"
086790,하나금융지주,KOSPI,37396324052400,9.39,88964097865.0,0.0,0.58,8.54,0.77,4,2026-08-14,[0],"[0.59, 0.59, 0.6, 0.58]","[8.63, 8.65, 8.84, 8.54]","[0.3, 0.36, 0.57, 0.77]","[3.43, 4.14, 6.4, 9.04]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[4943316000000, 4681212000000, 5052165000000, 5458948000000]","[0.0, 0.0, 0.0, 0.0]","[25222888000000, -9622341000000, -2451814000000, -1962471000000]","[-18704935000000, -5926999000000, 596536000000, -3946069000000]","[6538185000000, 5677186000000, 3692000000000, 9527758000000]","[6517953000000, -15549340000000, -1855278000000, -5908540000000]","[1411.11, 1373.12, 1363.73, 1377.89]","[0.0, 0.0, 0.0, 0.0]","[-0.67, -0.33, 0.32, 0.4]","[2249.37, 2378.68, 2545.9, 2682.32]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
066570,LG전자,KOSPI,35264524127000,37.48,209273514815.0,4.11,2.06,4.77,1.1,8,2026-08-14,"[4.21, 3.9, 2.78, 4.11]","[0.0, 0.9, 1.78, 2.06]","[0.0, 2.35, 4.27, 4.77]","[0.71, 0.54, 0.52, 1.1]","[23.0, 12.27, 23.18]","[2021, 2022, 2023, 2024, 2025]","[74721629000000, 83467318000000, 84227765000000, 87728182000000, 89200882000000]","[3543395000000, 2539811000000, 1869879000000, 1335795000000, 1836425000000]","[4.74, 3.04, 2.22, 1.52, 2.06]","[2677382000000, 3107839000000, 5913596000000, 3842661000000, 4280500000000]","[-2465536000000, -3227546000000, -5289705000000, -4211873000000, -3013603000000]","[-282268000000, 448320000000, 1503249000000, -704675000000, -319476000000]","[211846000000, -119707000000, 623891000000, -369212000000, 1266897000000]","[166.1, 145.23, 156.36, 160.31, 140.33]","[75.08, 81.05, 87.81, 84.94, 87.5]","[12.13, 9.48, 6.34, 5.49, 3.97]","[1937.89, 2092.77, 2133.41, 2150.15, 2268.11]","[28.7, 11.7, 0.91, 4.16, 1.68]","[9.75, 10.19, 9.64, 8.86, 8.22]","[6.49, 6.61, 6.96, 6.68, 6.27]"
035420,NAVER,KOSPI,33000598547000,16.84,226905155800.0,17.31,4.24,6.1,1.06,4,2026-08-14,"[15.4, 18.43, 18.35, 17.31]","[2.76, 5.06, 4.43, 4.24]","[4.06, 7.16, 6.28, 6.1]","[1.41, 1.12, 1.27, 1.06]","[34.58, 15.66, 20.28, 17.43]","[2021, 2022, 2023, 2024, 2025]","[6817599707250, 8220078708810, 9670643576585, 10737719264647, 12035007218975]","[2126399871701, 1083717091152, 1481396317551, 2322184491448, 2420143293070]","[31.19, 13.18, 15.32, 21.63, 20.11]","[1379905728836, 1453390444990, 2002233273518, 2589874337746, 3095806604677]","[-13998804731074, -1215888095959, -949822085262, -1340024321675, -743677268012]","[11642326424402, -339465120952, -110032028405, -770292464617, -524459708761]","[-12618899002238, 237502349031, 1052411188256, 1249850016071, 2352129336665]","[40.22, 44.56, 47.45, 41.36, 41.9]","[140.74, 117.34, 111.22, 153.53, 136.03]","[22.75, 32.48, 11.51, 20.58, 24.72]","[149081.46, 152913.18, 156461.74, 166173.67, 177242.91]","[28.53, 20.57, 17.65, 11.03, 12.08]","[5.58, 5.49, 5.92, 6.35, 7.2]","[0.0, 0.0, 0.0, 0.0, 0.0]"
010120,LS ELECTRIC,KOSPI,31125000000000,80.05,128501776875.0,9.41,6.42,17.48,14.15,4,2026-08-14,"[7.68, 8.56, 8.59, 9.41]","[5.4, 5.73, 6.42]","[12.82, 13.27, 17.48]","[2.55, 6.44, 14.15]","[10.57, 19.91, 48.55, 80.96]","[2021, 2022, 2023, 2024, 2025]","[2668264980253, 3377070215838, 4230482628448, 4551837252467, 4965798552980]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[101544478367, -145446470458, 214646330873, 230146922129, 299948385888]","[-120431432422, -131064576893, -193360000632, -255796691798, -249739445125]","[34812592552, 134653917070, 2612021966, 82041667462, 59013203063]","[-18886954055, -276511047351, 21286330241, -25649769669, 50208940763]","[89.81, 0.0, 0.0, 137.3, 131.48]","[192.39, 135.3, 143.39, 137.69, 150.37]","[0.0, 0.0, 0.0, 0.0, 0.0]","[901.85, 953.1, 1056.22, 1146.29, 1280.74]","[11.05, 26.56, 25.27, 7.6, 9.09]","[5.14, 5.36, 5.67, 5.05, 4.96]","[9.95, 7.7, 7.0, 7.02, 7.37]"
000810,삼성화재,KOSPI,29690569545000,16.01,66217120300.0,0.0,1.75,5.58,0.82,5,2026-08-14,[0],"[2.14, 2.38, 2.09, 1.75]","[11.28, 13.31, 9.49, 5.58]","[0.73, 1.03, 1.04, 0.82]","[6.45, 7.71, 10.98, 14.7]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[0, 0, 2744549080717, 2783309898454]","[0.0, 0.0, 0.0, 0.0]","[-8543194836, -562090731359, 3127018161730, 3413166155628]","[345226639418, 1228490070016, -2006737745668, -2044175806414]","[-597934506127, -667340469078, -458621503322, -909239316631]","[336683444582, 666399338657, 1120280416062, 1368990349214]","[545.16, 426.62, 459.34, 352.98]","[0.0, 0.0, 0.0, 0.0]","[6.79, 5.3, 5.8, 4.44]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
267260,HD현대일렉트릭,KOSPI,28152812435000,33.09,99432474250.0,25.67,15.48,37.65,12.47,7,2026-08-14,"[11.66, 20.14, 24.4, 25.67]","[8.92, 13.13, 15.34, 15.48]","[24.55, 33.06, 36.0, 37.65]","[2.8, 9.13, 13.72, 12.47]","[11.42, 27.63, 38.12, 33.11]","[2021, 2022, 2023, 2024, 2025]","[1805991746883, 2104499487335, 2702799337370, 3322349007529, 4079497658529]","[-40421488446, 163915271479, 310516406757, 650071931824, 956385429643]","[-2.24, 7.79, 11.49, 19.57, 23.44]","[109777416049, -124138810949, -22438778035, 1033722426199, 959572657325]","[-42393183060, -57612911584, -93295676645, -143186078555, -225911470009]","[-240871862276, -1941663458, 118221370012, -517933765660, -349596873601]","[67384232989, -181751722533, -115734454680, 890536347644, 733661187316]","[242.76, 192.96, 175.31, 151.77, 134.63]","[83.13, 65.23, 75.01, 84.07, 84.74]","[0.42, 6.19, 8.53, 25.58, 76.33]","[500.29, 318.33, 443.01, 675.62, 957.09]","[-0.3, 16.53, 28.43, 22.92, 22.79]","[4.29, 4.37, 4.63, 4.45, 5.08]","[4.39, 3.59, 2.83, 2.36, 2.29]"
